,sentence,with_sentence,without_sentence,difference
10,"Late at night they arrived at an inn; and as it was bad travelling in
the dark, and the duck seemed much tired, and waddled about a good
deal from one side to the other, they made up their minds to fix their
quarters there: but the landlord at first was unwilling, and said his
house was full, thinking they might not be very respectable company:
however, they spoke civilly to him, and gave him the egg which Partlet
had laid by the way, and said they would give him the duck, who was in
the habit of laying one every day: so at last he let them come in, and
they bespoke a handsome supper, and spent the evening very jollily.",2.284100088655674,3.308494181127592,1.0243940924719181
11,"Early in the morning, before it was quite light, and when nobody was
stirring in the inn, Chanticleer awakened his wife, and, fetching the
egg, they pecked a hole in it, ate it up, and threw the shells into the
fireplace: they then went to the pin and needle, who were fast asleep,
and seizing them by the heads, stuck one into the landlord’s easy chair
and the other into his handkerchief; and, having done this, they crept
away as softly as possible.",2.5840391710069444,3.3552601453993054,0.771220974392361
12,"However, the duck, who slept in the open
air in the yard, heard them coming, and jumping into the brook which ran
close by the inn, soon swam out of their reach.",3.275981636204347,3.503940158420139,0.22795852221579205
13,"An hour or two afterwards the landlord got up, and took his handkerchief
to wipe his face, but the pin ran into him and pricked him: then he
walked into the kitchen to light his pipe at the fire, but when he
stirred it up the eggshells flew into his eyes, and almost blinded him.",3.1368835706751055,3.5350779601793247,0.39819438950421926
14,"‘Bless me!’ said he, ‘all the world seems to have a design against my
head this morning’: and so saying, he threw himself sulkily into his
easy chair; but, oh dear!",3.160792723604681,3.4712054719650207,0.31041274836033983
15,"the needle ran into him; and this time the
pain was not in his head.",3.409845967691733,3.4973475239666336,0.08750155627490042
16,"He now flew into a very great passion, and,
suspecting the company who had come in the night before, he went to look
after them, but they were all off; so he swore that he never again
would take in such a troop of vagabonds, who ate a great deal, paid no
reckoning, and gave him nothing for his trouble but their apish tricks.",2.9481536930303838,3.498801680770256,0.5506479877398722
17,2.,3.255589282418799,3.2540994478961616,-0.001489834522637512
18,"HOW CHANTICLEER AND PARTLET WENT TO VISIT MR KORBES

Another day, Chanticleer and Partlet wished to ride out together;
so Chanticleer built a handsome carriage with four red wheels, and
harnessed six mice to it; and then he and Partlet got into the carriage,
and away they drove.",2.9474281245826655,3.4164762578458867,0.46904813326322126
19,"Soon afterwards a cat met them, and said, ‘Where
are you going?’ And Chanticleer replied,

 ‘All on our way
  A visit to pay
  To Mr Korbes, the fox, today.’

Then the cat said, ‘Take me with you,’ Chanticleer said, ‘With all my
heart: get up behind, and be sure you do not fall off.’

 ‘Take care of this handsome coach of mine,
  Nor dirty my pretty red wheels so fine!",2.478069305419922,3.3551477704729353,0.8770784650530135
20,"Now, mice, be ready,
  And, wheels, run steady!",2.9599255758618552,3.1059427412729415,0.14601716541108622
21,"For we are going a visit to pay
  To Mr Korbes, the fox, today.’

Soon after came up a millstone, an egg, a duck, and a pin; and
Chanticleer gave them all leave to get into the carriage and go with
them.",2.672076071976122,2.8924313348121085,0.2203552628359864
22,"When they arrived at Mr Korbes’s house, he was not at home; so the mice
drew the carriage into the coach-house, Chanticleer and Partlet flew
upon a beam, the cat sat down in the fireplace, the duck got into
the washing cistern, the pin stuck himself into the bed pillow, the
millstone laid himself over the house door, and the egg rolled himself
up in the towel.",2.327875084005376,2.9667847992271503,0.6389097152217742
23,"When Mr Korbes came home, he went to the fireplace to make a fire; but
the cat threw all the ashes in his eyes: so he ran to the kitchen to
wash himself; but there the duck splashed all the water in his face; and
when he tried to wipe himself, the egg broke to pieces in the towel all
over his face and eyes.",2.532351213580206,2.9542995073830602,0.42194829380285404
24,"Then he was very angry, and went without his
supper to bed; but when he laid his head on the pillow, the pin ran into
his cheek: at this he became quite furious, and, jumping up, would have
run out of the house; but when he came to the door, the millstone fell
down on his head, and killed him on the spot.",2.5421468620626335,2.959064190204327,0.4169173281416936
25,3.,2.753522703633506,2.7355591061082345,-0.017963597525271435
26,"HOW PARTLET DIED AND WAS BURIED, AND HOW CHANTICLEER DIED OF GRIEF

Another day Chanticleer and Partlet agreed to go again to the mountains
to eat nuts; and it was settled that all the nuts which they found
should be shared equally between them.",2.3941999527009394,2.7053136009264094,0.31111364822546994
27,"Now Partlet found a very large
nut; but she said nothing about it to Chanticleer, and kept it all to
herself: however, it was so big that she could not swallow it, and it
stuck in her throat.",2.36189342380799,2.6281546995811857,0.2662612757731959
28,"Then she was in a great fright, and cried out to
Chanticleer, ‘Pray run as fast as you can, and fetch me some water, or I
shall be choked.’ Chanticleer ran as fast as he could to the river, and
said, ‘River, give me some water, for Partlet lies in the mountain, and
will be choked by a great nut.’ The river said, ‘Run first to the bride,
and ask her for a silken cord to draw up the water.’ Chanticleer ran to
the bride, and said, ‘Bride, you must give me a silken cord, for then
the river will give me water, and the water I will carry to Partlet, who
lies on the mountain, and will be choked by a great nut.’ But the bride
said, ‘Run first, and bring me my garland that is hanging on a willow
in the garden.’ Then Chanticleer ran to the garden, and took the garland
from the bough where it hung, and brought it to the bride; and then
the bride gave him the silken cord, and he took the silken cord to
the river, and the river gave him water, and he carried the water to
Partlet; but in the meantime she was choked by the great nut, and lay
quite dead, and never moved any more.",0.5723737223764483,2.574701202049684,2.0023274796732355
29,"Then Chanticleer was very sorry, and cried bitterly; and all the beasts
came and wept with him over poor Partlet.",2.828819467240021,2.9878075864134717,0.15898811917345057
30,"And six mice built a little
hearse to carry her to her grave; and when it was ready they harnessed
themselves before it, and Chanticleer drove them.",2.6191949713720035,2.878435805507991,0.25924083413598753
31,"On the way they
met the fox.",2.7821906594669117,2.819418813668045,0.037228154201133457
32,"‘Where are you going, Chanticleer?’ said he.",2.7141211182252505,2.7779186124490916,0.06379749422384107
33,"‘To bury my
Partlet,’ said the other.",2.7436280575098166,2.8864343453452226,0.14280628783540594
34,‘May I go with you?’ said the fox.,2.7524869747317777,2.7812709548492847,0.028783980117506935
35,"‘Yes; but
you must get up behind, or my horses will not be able to draw you.’ Then
the fox got up behind; and presently the wolf, the bear, the goat, and
all the beasts of the wood, came and climbed upon the hearse.",2.381268407428075,2.860815235925099,0.4795468284970239
36,So on they went till they came to a rapid stream.,2.7684280186483305,2.8430299105709547,0.07460189192262412
37,"‘How shall we get
over?’ said Chanticleer.",2.7501002720424106,2.794037083217076,0.04393681117466519
38,"Then said a straw, ‘I will lay myself across,
and you may pass over upon me.’ But as the mice were going over, the
straw slipped away and fell into the water, and the six mice all fell in
and were drowned.",2.1810892740885417,2.844887152777778,0.6637978786892362
39,What was to be done?,2.8938634015511777,2.9567747254302534,0.06291132387907572
40,"Then a large log of wood came
and said, ‘I am big enough; I will lay myself across the stream, and you
shall pass over upon me.’ So he laid himself down; but they managed
so clumsily, that the log of wood fell in and was carried away by the
stream.",1.8839013971434049,2.7085062038679064,0.8246048067245015
41,"Then a stone, who saw what had happened, came up and kindly
offered to help poor Chanticleer by laying himself across the stream;
and this time he got safely to the other side with the hearse, and
managed to get Partlet out of it; but the fox and the other mourners,
who were sitting behind, were too heavy, and fell back into the water
and were all carried away by the stream and drowned.",2.710125642664292,2.8387199850643383,0.1285943424000462
42,"Thus Chanticleer was left alone with his dead Partlet; and having dug
a grave for her, he laid her in it, and made a little hillock over her.",2.7289136250813804,2.711609141031901,-0.017304484049479374
43,"Then he sat down by the grave, and wept and mourned, till at last he
died too; and so all were dead.",0.8671910166740417,0.2371925413608551,-0.6299984753131866
