,sentence,with_sentence,without_sentence,difference
11,"Early in the morning, before it was quite light, and when nobody was
stirring in the inn, Chanticleer awakened his wife, and, fetching the
egg, they pecked a hole in it, ate it up, and threw the shells into the
fireplace: they then went to the pin and needle, who were fast asleep,
and seizing them by the heads, stuck one into the landlord’s easy chair
and the other into his handkerchief; and, having done this, they crept
away as softly as possible.",2.3244156901041664,2.869998553240741,0.5455828631365747
12,"However, the duck, who slept in the open
air in the yard, heard them coming, and jumping into the brook which ran
close by the inn, soon swam out of their reach.",2.995186897801915,3.1597579661408877,0.16457106833897273
13,"An hour or two afterwards the landlord got up, and took his handkerchief
to wipe his face, but the pin ran into him and pricked him: then he
walked into the kitchen to light his pipe at the fire, but when he
stirred it up the eggshells flew into his eyes, and almost blinded him.",2.7861727696276066,3.0820260795437253,0.2958533099161187
14,"‘Bless me!’ said he, ‘all the world seems to have a design against my
head this morning’: and so saying, he threw himself sulkily into his
easy chair; but, oh dear!",2.9084621566243203,3.1194188175728432,0.21095666094852294
15,"the needle ran into him; and this time the
pain was not in his head.",3.1712419527618687,3.24168119189907,0.07043923913720107
16,"He now flew into a very great passion, and,
suspecting the company who had come in the night before, he went to look
after them, but they were all off; so he swore that he never again
would take in such a troop of vagabonds, who ate a great deal, paid no
reckoning, and gave him nothing for his trouble but their apish tricks.",2.794381746401919,3.1035317448749558,0.3091499984730368
17,2.,3.2204163769098715,3.219294255174051,-0.0011221217358206026
18,"HOW CHANTICLEER AND PARTLET WENT TO VISIT MR KORBES

Another day, Chanticleer and Partlet wished to ride out together;
so Chanticleer built a handsome carriage with four red wheels, and
harnessed six mice to it; and then he and Partlet got into the carriage,
and away they drove.",2.8603912266570957,3.0864155565571587,0.22602432990006305
19,"Soon afterwards a cat met them, and said, ‘Where
are you going?’ And Chanticleer replied,

 ‘All on our way
  A visit to pay
  To Mr Korbes, the fox, today.’

Then the cat said, ‘Take me with you,’ Chanticleer said, ‘With all my
heart: get up behind, and be sure you do not fall off.’

 ‘Take care of this handsome coach of mine,
  Nor dirty my pretty red wheels so fine!",2.588790815703723,2.9587595414142216,0.36996872571049844
20,"Now, mice, be ready,
  And, wheels, run steady!",2.9154007846085483,2.9532992408389136,0.03789845623036525
21,"For we are going a visit to pay
  To Mr Korbes, the fox, today.’

Soon after came up a millstone, an egg, a duck, and a pin; and
Chanticleer gave them all leave to get into the carriage and go with
them.",2.567362628849165,2.8255739938076285,0.25821136495846364
22,"When they arrived at Mr Korbes’s house, he was not at home; so the mice
drew the carriage into the coach-house, Chanticleer and Partlet flew
upon a beam, the cat sat down in the fireplace, the duck got into
the washing cistern, the pin stuck himself into the bed pillow, the
millstone laid himself over the house door, and the egg rolled himself
up in the towel.",2.2121279874411965,2.788857194360439,0.5767292069192425
23,"When Mr Korbes came home, he went to the fireplace to make a fire; but
the cat threw all the ashes in his eyes: so he ran to the kitchen to
wash himself; but there the duck splashed all the water in his face; and
when he tried to wipe himself, the egg broke to pieces in the towel all
over his face and eyes.",2.420124000726744,2.7999507761572855,0.37982677543054155
24,"Then he was very angry, and went without his
supper to bed; but when he laid his head on the pillow, the pin ran into
his cheek: at this he became quite furious, and, jumping up, would have
run out of the house; but when he came to the door, the millstone fell
down on his head, and killed him on the spot.",2.514665687321937,2.868464943214699,0.35379925589276207
25,3.,3.0128495406352087,3.007930356840175,-0.004919183795033533
26,"HOW PARTLET DIED AND WAS BURIED, AND HOW CHANTICLEER DIED OF GRIEF

Another day Chanticleer and Partlet agreed to go again to the mountains
to eat nuts; and it was settled that all the nuts which they found
should be shared equally between them.",2.701081255444669,2.9306546032875245,0.22957334784285566
27,"Now Partlet found a very large
nut; but she said nothing about it to Chanticleer, and kept it all to
herself: however, it was so big that she could not swallow it, and it
stuck in her throat.",2.8101850168425937,3.007873912693299,0.19768889585070548
28,"Then she was in a great fright, and cried out to
Chanticleer, ‘Pray run as fast as you can, and fetch me some water, or I
shall be choked.’ Chanticleer ran as fast as he could to the river, and
said, ‘River, give me some water, for Partlet lies in the mountain, and
will be choked by a great nut.’ The river said, ‘Run first to the bride,
and ask her for a silken cord to draw up the water.’ Chanticleer ran to
the bride, and said, ‘Bride, you must give me a silken cord, for then
the river will give me water, and the water I will carry to Partlet, who
lies on the mountain, and will be choked by a great nut.’ But the bride
said, ‘Run first, and bring me my garland that is hanging on a willow
in the garden.’ Then Chanticleer ran to the garden, and took the garland
from the bough where it hung, and brought it to the bride; and then
the bride gave him the silken cord, and he took the silken cord to
the river, and the river gave him water, and he carried the water to
Partlet; but in the meantime she was choked by the great nut, and lay
quite dead, and never moved any more.",0.5704053039682664,2.64193872634769,2.0715334223794235
29,"Then Chanticleer was very sorry, and cried bitterly; and all the beasts
came and wept with him over poor Partlet.",2.9231512062832943,3.012117145442161,0.08896593915886664
30,"And six mice built a little
hearse to carry her to her grave; and when it was ready they harnessed
themselves before it, and Chanticleer drove them.",2.811185825402836,2.9284758224460505,0.11728999704321463
31,"On the way they
met the fox.",2.978785624357165,2.987100318032487,0.008314693675322005
32,"‘Where are you going, Chanticleer?’ said he.",2.9238909448099415,2.96698249937996,0.04309155457001834
33,"‘To bury my
Partlet,’ said the other.",2.9474221673935497,2.978856830696785,0.03143466330323541
34,‘May I go with you?’ said the fox.,2.9492456626005517,2.975861050605315,0.026615388004763485
35,"‘Yes; but
you must get up behind, or my horses will not be able to draw you.’ Then
the fox got up behind; and presently the wolf, the bear, the goat, and
all the beasts of the wood, came and climbed upon the hearse.",2.6644926411319743,2.8514964042257525,0.1870037630937782
36,So on they went till they came to a rapid stream.,2.9429283200152203,2.9541491620253937,0.01122084201017337
37,"‘How shall we get
over?’ said Chanticleer.",2.8803914235050514,2.919645381153078,0.03925395764802664
38,"Then said a straw, ‘I will lay myself across,
and you may pass over upon me.’ But as the mice were going over, the
straw slipped away and fell into the water, and the six mice all fell in
and were drowned.",2.6070148882949566,2.7954468344526684,0.18843194615771175
39,What was to be done?,2.875357497947803,2.883252675521777,0.007895177573973733
40,"Then a large log of wood came
and said, ‘I am big enough; I will lay myself across the stream, and you
shall pass over upon me.’ So he laid himself down; but they managed
so clumsily, that the log of wood fell in and was carried away by the
stream.",2.692191631747016,2.895158471466843,0.20296683971982699
41,"Then a stone, who saw what had happened, came up and kindly
offered to help poor Chanticleer by laying himself across the stream;
and this time he got safely to the other side with the hearse, and
managed to get Partlet out of it; but the fox and the other mourners,
who were sitting behind, were too heavy, and fell back into the water
and were all carried away by the stream and drowned.",2.1713019376937814,2.8149804020813742,0.6436784643875928
42,"Thus Chanticleer was left alone with his dead Partlet; and having dug
a grave for her, he laid her in it, and made a little hillock over her.",2.8948555374145504,2.9613657887776688,0.06651025136311839
43,"Then he sat down by the grave, and wept and mourned, till at last he
died too; and so all were dead.",0.027260899809854373,0.08624577398101489,0.05898487417116052
